main_category_id,main_category,subcategory,service,serviceLink,content_file,sub_category_id,service_id
4,"Travel, Tourism &  Lesiure",Traveling,Make the Appointments,https://gic.gov.lk/gic/index.php/en/component/info/?id=2423&catid=27&task=info,service_md_4/Make_the_Appointments.md,27,2423
4,"Travel, Tourism &  Lesiure",Traveling,Reservation of a Special Train,https://gic.gov.lk/gic/index.php/en/component/info/?id=434&catid=27&task=info,service_md_4/Reservation_of_a_Special_Train.md,27,434
4,"Travel, Tourism &  Lesiure",Traveling,Displaying Advertisements at Railway Stations and other Railway Premises,https://gic.gov.lk/gic/index.php/en/component/info/?id=451&catid=27&task=info,service_md_4/Displaying_Advertisements_at_Railway_Stations_and_other_Railway_Premises.md,27,451
4,"Travel, Tourism &  Lesiure",Traveling,General Information on Passports,https://gic.gov.lk/gic/index.php/en/component/info/?id=1764&catid=27&task=info,service_md_4/General_Information_on_Passports.md,27,1764
4,"Travel, Tourism &  Lesiure",Traveling,National Transport Commission,https://gic.gov.lk/gic/index.php/en/component/info/?id=649&catid=27&task=info,service_md_4/National_Transport_Commission.md,27,649
4,"Travel, Tourism &  Lesiure",Traveling,National Council for Road Safety,https://gic.gov.lk/gic/index.php/en/component/info/?id=653&catid=27&task=info,service_md_4/National_Council_for_Road_Safety.md,27,653
4,"Travel, Tourism &  Lesiure",Traveling,Obtaining Visit Visa,https://gic.gov.lk/gic/index.php/en/component/info/?id=405&catid=27&task=info,service_md_4/Obtaining_Visit_Visa.md,27,405
4,"Travel, Tourism &  Lesiure",Traveling,Reservation of Compartment of a Train,https://gic.gov.lk/gic/index.php/en/component/info/?id=436&catid=27&task=info,service_md_4/Reservation_of_Compartment_of_a_Train.md,27,436
4,"Travel, Tourism &  Lesiure",Traveling,Reservation of Retiring Rooms at Railway Stations,https://gic.gov.lk/gic/index.php/en/component/info/?id=448&catid=27&task=info,service_md_4/Reservation_of_Retiring_Rooms_at_Railway_Stations.md,27,448
4,"Travel, Tourism &  Lesiure",Traveling,Alteration of Travel Documents,https://gic.gov.lk/gic/index.php/en/component/info/?id=1766&catid=27&task=info,service_md_4/Alteration_of_Travel_Documents.md,27,1766
4,"Travel, Tourism &  Lesiure",Traveling,Reservation of a Railway Holiday Resorts,https://gic.gov.lk/gic/index.php/en/component/info/?id=445&catid=27&task=info,service_md_4/Reservation_of_a_Railway_Holiday_Resorts.md,27,445
4,"Travel, Tourism &  Lesiure",Traveling,Overseas Missions Passport Applications,https://gic.gov.lk/gic/index.php/en/component/info/?id=1767&catid=27&task=info,service_md_4/Overseas_Missions_Passport_Applications.md,27,1767
4,"Travel, Tourism &  Lesiure",Traveling,Transporting Goods using Railway Goods Wagons,https://gic.gov.lk/gic/index.php/en/component/info/?id=464&catid=27&task=info,service_md_4/Transporting_Goods_using_Railway_Goods_Wagons.md,27,464
4,"Travel, Tourism &  Lesiure",Traveling,Obtaining Resident Guest Scheme Visa,https://gic.gov.lk/gic/index.php/en/component/info/?id=407&catid=27&task=info,service_md_4/Obtaining_Resident_Guest_Scheme_Visa.md,27,407
4,"Travel, Tourism &  Lesiure",Traveling,Photographing or Filming at Railway Premises and the Trains,https://gic.gov.lk/gic/index.php/en/component/info/?id=454&catid=27&task=info,service_md_4/Photographing_or_Filming_at_Railway_Premises_and_the_Trains.md,27,454
5,"Justice, Law & Rights",Consumer Protection,"Calibration of weights, measures and weighing or measuring Instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=933&catid=28&task=info,service_md_5/Calibration_of_weights__measures_and_weighing_or_measuring_Instruments.md,28,933
5,"Justice, Law & Rights",Consumer Protection,"Obtain Pattern Approval for weights, Measures, Measuring instruments",https://gic.gov.lk/gic/index.php/en/component/info/?id=859&catid=28&task=info,service_md_5/Obtain_Pattern_Approval_for_weights__Measures__Measuring_instruments.md,28,859
5,"Justice, Law & Rights",Consumer Protection,"Consumer Education, Empowerment and Promoting the Establishment of Consumer Societies",https://gic.gov.lk/gic/index.php/en/component/info/?id=514&catid=28&task=info,service_md_5/Consumer_Education__Empowerment_and_Promoting_the_Establishment_of_Consumer_Societies.md,28,514
5,"Justice, Law & Rights",Consumer Protection,Stabilisation of Prices of Essential Commodities,https://gic.gov.lk/gic/index.php/en/component/info/?id=419&catid=28&task=info,service_md_5/Stabilisation_of_Prices_of_Essential_Commodities.md,28,419
5,"Justice, Law & Rights",Consumer Protection,Legal Aid for Consumers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1334&catid=28&task=info,service_md_5/Legal_Aid_for_Consumers.md,28,1334
5,"Justice, Law & Rights",Consumer Protection,Energy Efficiency Rating,https://gic.gov.lk/gic/index.php/en/component/info/?id=1700&catid=28&task=info,service_md_5/Energy_Efficiency_Rating.md,28,1700
5,"Justice, Law & Rights",Consumer Protection,Investigations on Anti-competitive Practices,https://gic.gov.lk/gic/index.php/en/component/info/?id=525&catid=28&task=info,service_md_5/Investigations_on_Anti_competitive_Practices.md,28,525
5,"Justice, Law & Rights",Consumer Protection,Product Testing,https://gic.gov.lk/gic/index.php/en/component/info/?id=1511&catid=28&task=info,service_md_5/Product_Testing.md,28,1511
5,"Justice, Law & Rights",Legislature & Executive,Inclusion of Names in the New Register,https://gic.gov.lk/gic/index.php/en/component/info/?id=486&catid=29&task=info,service_md_5/Inclusion_of_Names_in_the_New_Register.md,29,486
5,"Justice, Law & Rights",Legislature & Executive,"Conducting Presidential, Parliamentary, Provincial and Local Elections",https://gic.gov.lk/gic/index.php/en/component/info/?id=1452&catid=29&task=info,service_md_5/Conducting_Presidential__Parliamentary__Provincial_and_Local_Elections.md,29,1452
5,"Justice, Law & Rights",Legislature & Executive,Objection on Inclusion of a Name,https://gic.gov.lk/gic/index.php/en/component/info/?id=487&catid=29&task=info,service_md_5/Objection_on_Inclusion_of_a_Name.md,29,487
5,"Justice, Law & Rights",Legislature & Executive,Implementation of the Soil Conservation Act,https://gic.gov.lk/gic/index.php/en/component/info/?id=698&catid=29&task=info,service_md_5/Implementation_of_the_Soil_Conservation_Act.md,29,698
5,"Justice, Law & Rights",Legal Assistance,Legal Aid for Elders,https://gic.gov.lk/gic/index.php/en/component/info/?id=1336&catid=30&task=info,service_md_5/Legal_Aid_for_Elders.md,30,1336
5,"Justice, Law & Rights",Legal Assistance,Legal Aid for disable person,https://gic.gov.lk/gic/index.php/en/component/info/?id=1335&catid=30&task=info,service_md_5/Legal_Aid_for_disable_person.md,30,1335
5,"Justice, Law & Rights",Legal Assistance,Legal Aid for Migrant Workers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1338&catid=30&task=info,service_md_5/Legal_Aid_for_Migrant_Workers.md,30,1338
5,"Justice, Law & Rights",Legal Assistance,Housing Advisory Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=668&catid=30&task=info,service_md_5/Housing_Advisory_Services.md,30,668
5,"Justice, Law & Rights",Legal Assistance,Report Human Rights violations,https://gic.gov.lk/gic/index.php/en/component/info/?id=1340&catid=30&task=info,service_md_5/Report_Human_Rights_violations.md,30,1340
5,"Justice, Law & Rights",Legal Assistance,Obtain Civil Documentation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1362&catid=30&task=info,service_md_5/Obtain_Civil_Documentation.md,30,1362
5,"Justice, Law & Rights",Legal Assistance,Legal Aid for IDP,https://gic.gov.lk/gic/index.php/en/component/info/?id=1337&catid=30&task=info,service_md_5/Legal_Aid_for_IDP.md,30,1337
5,"Justice, Law & Rights",Legal Assistance,Complain about Corruptions,https://gic.gov.lk/gic/index.php/en/component/info/?id=1333&catid=30&task=info,service_md_5/Complain_about_Corruptions.md,30,1333
5,"Justice, Law & Rights",Complaints & Grievances,Complain About Any Rape Cases or Child Abuse,https://gic.gov.lk/gic/index.php/en/component/info/?id=479&catid=31&task=info,service_md_5/Complain_About_Any_Rape_Cases_or_Child_Abuse.md,31,479
5,"Justice, Law & Rights",Complaints & Grievances,Complain Relating to Missing Driving Licenses,https://gic.gov.lk/gic/index.php/en/component/info/?id=457&catid=31&task=info,service_md_5/Complain_Relating_to_Missing_Driving_Licenses.md,31,457
5,"Justice, Law & Rights",Complaints & Grievances,Complain Relating to Missing NIC and Electronic Equipments.,https://gic.gov.lk/gic/index.php/en/component/info/?id=453&catid=31&task=info,service_md_5/Complain_Relating_to_Missing_NIC_and_Electronic_Equipments_.md,31,453
5,"Justice, Law & Rights",Complaints & Grievances,Complaints Directed to the Crime Branch,https://gic.gov.lk/gic/index.php/en/component/info/?id=480&catid=31&task=info,service_md_5/Complaints_Directed_to_the_Crime_Branch.md,31,480
5,"Justice, Law & Rights",Complaints & Grievances,Make Complaints on Consumer Affairs,https://gic.gov.lk/gic/index.php/en/component/info/?id=469&catid=31&task=info,service_md_5/Make_Complaints_on_Consumer_Affairs.md,31,469
5,"Justice, Law & Rights",Complaints & Grievances,Dissolution of a registered Trade Union,https://gic.gov.lk/gic/index.php/en/component/info/?id=1127&catid=31&task=info,service_md_5/Dissolution_of_a_registered_Trade_Union.md,31,1127
5,"Justice, Law & Rights",Complaints & Grievances,Contact details,https://gic.gov.lk/gic/index.php/en/component/info/?id=2063&catid=31&task=info,service_md_5/Contact_details.md,31,2063
5,"Justice, Law & Rights",Complaints & Grievances,Complain Relating to Missing Passports.,https://gic.gov.lk/gic/index.php/en/component/info/?id=460&catid=31&task=info,service_md_5/Complain_Relating_to_Missing_Passports_.md,31,460
5,"Justice, Law & Rights",Complaints & Grievances,Complain Regarding a Child Used as Servant or Laborer,https://gic.gov.lk/gic/index.php/en/component/info/?id=483&catid=31&task=info,service_md_5/Complain_Regarding_a_Child_Used_as_Servant_or_Laborer.md,31,483
5,"Justice, Law & Rights",Complaints & Grievances,Notifying on Accidents,https://gic.gov.lk/gic/index.php/en/component/info/?id=1128&catid=31&task=info,service_md_5/Notifying_on_Accidents.md,31,1128
5,"Justice, Law & Rights",Complaints & Grievances,Investigation into Loss of Ordinary Letters in the Post,https://gic.gov.lk/gic/index.php/en/component/info/?id=730&catid=31&task=info,service_md_5/Investigation_into_Loss_of_Ordinary_Letters_in_the_Post.md,31,730
5,"Justice, Law & Rights",Complaints & Grievances,Handling of complaints of wrongfully obtained Samurdhi relief,https://gic.gov.lk/gic/index.php/en/component/info/?id=591&catid=31&task=info,service_md_5/Handling_of_complaints_of_wrongfully_obtained_Samurdhi_relief.md,31,591
5,"Justice, Law & Rights",Complaints & Grievances,SCPPC-Seed Certification: Conducting inquiries on complaints against seed or planting materials,https://gic.gov.lk/gic/index.php/en/component/info/?id=1326&catid=31&task=info,service_md_5/SCPPC_Seed_Certification__Conducting_inquiries_on_complaints_against_seed_or_planting_materials.md,31,1326
5,"Justice, Law & Rights",Complaints & Grievances,SCPPC-Seed Certification: Conducting post control verification trials against complaints,https://gic.gov.lk/gic/index.php/en/component/info/?id=1323&catid=31&task=info,service_md_5/SCPPC_Seed_Certification__Conducting_post_control_verification_trials_against_complaints.md,31,1323
5,"Justice, Law & Rights",Complaints & Grievances,Complaints on Foreign Posts,https://gic.gov.lk/gic/index.php/en/component/info/?id=744&catid=31&task=info,service_md_5/Complaints_on_Foreign_Posts.md,31,744
5,"Justice, Law & Rights",Complaints & Grievances,Taking action an Industrial Disputes,https://gic.gov.lk/gic/index.php/en/component/info/?id=1122&catid=31&task=info,service_md_5/Taking_action_an_Industrial_Disputes.md,31,1122
5,"Justice, Law & Rights",Complaints & Grievances,Change of constitution of a registered Trade Union,https://gic.gov.lk/gic/index.php/en/component/info/?id=1132&catid=31&task=info,service_md_5/Change_of_constitution_of_a_registered_Trade_Union.md,31,1132
5,"Justice, Law & Rights",Complaints & Grievances,Change of Address of an office of a registered Trade Union,https://gic.gov.lk/gic/index.php/en/component/info/?id=1131&catid=31&task=info,service_md_5/Change_of_Address_of_an_office_of_a_registered_Trade_Union.md,31,1131
5,"Justice, Law & Rights",Law & Order,Requesting Clearance Certificate Sri Lankan Living in Sri Lanka to Seek Employment Abroad,https://gic.gov.lk/gic/index.php/en/component/info/?id=462&catid=32&task=info,service_md_5/Requesting_Clearance_Certificate_Sri_Lankan_Living_in_Sri_Lanka_to_Seek_Employment_Abroad.md,32,462
5,"Justice, Law & Rights",Law & Order,Obtaining of Gun / Air Gun/ Explosive Permits for the First Time,https://gic.gov.lk/gic/index.php/en/component/info/?id=468&catid=32&task=info,service_md_5/Obtaining_of_Gun___Air_Gun__Explosive_Permits_for_the_First_Time.md,32,468
5,"Justice, Law & Rights",Law & Order,Legal Activities of National Housing Development Authority,https://gic.gov.lk/gic/index.php/en/component/info/?id=673&catid=32&task=info,service_md_5/Legal_Activities_of_National_Housing_Development_Authority.md,32,673
5,"Justice, Law & Rights",Law & Order,An organization in Sri Lanka Requesting a Clearance Certificate of a Potential Employee,https://gic.gov.lk/gic/index.php/en/component/info/?id=463&catid=32&task=info,service_md_5/An_organization_in_Sri_Lanka_Requesting_a_Clearance_Certificate_of_a_Potential_Employee.md,32,463
5,"Justice, Law & Rights",Law & Order,Survey Activities,https://gic.gov.lk/gic/index.php/en/component/info/?id=671&catid=32&task=info,service_md_5/Survey_Activities.md,32,671
5,"Justice, Law & Rights",Law & Order,Obtain Clearance Certificate by Sri Lankan Living Abroad Seek Employment in the Country,https://gic.gov.lk/gic/index.php/en/component/info/?id=461&catid=32&task=info,service_md_5/Obtain_Clearance_Certificate_by_Sri_Lankan_Living_Abroad_Seek_Employment_in_the_Country.md,32,461
5,"Justice, Law & Rights",Law & Order,Requesting for Renewal of Gun Permit on a yearly basis,https://gic.gov.lk/gic/index.php/en/component/info/?id=471&catid=32&task=info,service_md_5/Requesting_for_Renewal_of_Gun_Permit_on_a_yearly_basis.md,32,471
5,"Justice, Law & Rights",Law & Order,Obtaining of Loud Speaker Permits,https://gic.gov.lk/gic/index.php/en/component/info/?id=474&catid=32&task=info,service_md_5/Obtaining_of_Loud_Speaker_Permits.md,32,474
5,"Justice, Law & Rights",Law & Order,Payment of Motor Vehicle Fines,https://gic.gov.lk/gic/index.php/en/component/info/?id=741&catid=32&task=info,service_md_5/Payment_of_Motor_Vehicle_Fines.md,32,741
5,"Justice, Law & Rights",Law & Order,Extracts of Complaints for Minor Disputes,https://gic.gov.lk/gic/index.php/en/component/info/?id=470&catid=32&task=info,service_md_5/Extracts_of_Complaints_for_Minor_Disputes.md,32,470
5,"Justice, Law & Rights",Law & Order,Assisting investigating child abuse complaints,https://gic.gov.lk/gic/index.php/en/component/info/?id=1517&catid=32&task=info,service_md_5/Assisting_investigating_child_abuse_complaints.md,32,1517
5,"Justice, Law & Rights",Law & Order,Obtain Vital Statistical Information,https://gic.gov.lk/gic/index.php/en/component/info/?id=423&catid=32&task=info,service_md_5/Obtain_Vital_Statistical_Information.md,32,423
5,"Justice, Law & Rights",Law & Order,"Protective and Promotion of Human Rights Legally, Practically and on Principle",https://gic.gov.lk/gic/index.php/en/component/info/?id=676&catid=32&task=info,service_md_5/Protective_and_Promotion_of_Human_Rights_Legally__Practically_and_on_Principle.md,32,676
5,"Justice, Law & Rights",Law & Order,Examining Motor Accidents,https://gic.gov.lk/gic/index.php/en/component/info/?id=473&catid=32&task=info,service_md_5/Examining_Motor_Accidents.md,32,473
5,"Justice, Law & Rights",Law & Order,Filing action by legal division in terms of the urban development act,https://gic.gov.lk/gic/index.php/en/component/info/?id=704&catid=32&task=info,service_md_5/Filing_action_by_legal_division_in_terms_of_the_urban_development_act.md,32,704
5,"Justice, Law & Rights",Law & Order,Obtaining of Procession Permits,https://gic.gov.lk/gic/index.php/en/component/info/?id=467&catid=32&task=info,service_md_5/Obtaining_of_Procession_Permits.md,32,467
5,"Justice, Law & Rights",Law & Order,Criminal Prosecutions,https://gic.gov.lk/gic/index.php/en/component/info/?id=902&catid=32&task=info,service_md_5/Criminal_Prosecutions.md,32,902
5,"Justice, Law & Rights",Law & Order,Preparation of deeds by the legal division in terms of the urban development authority act,https://gic.gov.lk/gic/index.php/en/component/info/?id=705&catid=32&task=info,service_md_5/Preparation_of_deeds_by_the_legal_division_in_terms_of_the_urban_development_authority_act.md,32,705
5,"Justice, Law & Rights",Law & Order,Removal of unauthorized constructions,https://gic.gov.lk/gic/index.php/en/component/info/?id=713&catid=32&task=info,service_md_5/Removal_of_unauthorized_constructions.md,32,713
5,"Justice, Law & Rights",Law & Order,Conducting Inquiries in Terms of Sections 13(4) and 32(b) in order to Grant Redress to Consumer,https://gic.gov.lk/gic/index.php/en/component/info/?id=522&catid=32&task=info,service_md_5/Conducting_Inquiries_in_Terms_of_Sections_13_4__and_32_b__in_order_to_Grant_Redress_to_Consumer.md,32,522
5,"Justice, Law & Rights",Law & Order,Preparation of agreements by the legal division in terms of the urban development act,https://gic.gov.lk/gic/index.php/en/component/info/?id=706&catid=32&task=info,service_md_5/Preparation_of_agreements_by_the_legal_division_in_terms_of_the_urban_development_act.md,32,706
5,"Justice, Law & Rights",Law & Order,Conducting Market Investigations and Raids,https://gic.gov.lk/gic/index.php/en/component/info/?id=472&catid=32&task=info,service_md_5/Conducting_Market_Investigations_and_Raids.md,32,472
5,"Justice, Law & Rights",Law & Order,Legal Protection for Songs,https://gic.gov.lk/gic/index.php/en/component/info/?id=645&catid=32&task=info,service_md_5/Legal_Protection_for_Songs.md,32,645
5,"Justice, Law & Rights",Rights,Apply for Postal Voting,https://gic.gov.lk/gic/index.php/en/component/info/?id=1134&catid=33&task=info,service_md_5/Apply_for_Postal_Voting.md,33,1134
5,"Justice, Law & Rights",Rights,Taking measures to promote the Rights of the child,https://gic.gov.lk/gic/index.php/en/component/info/?id=1516&catid=33&task=info,service_md_5/Taking_measures_to_promote_the_Rights_of_the_child.md,33,1516
6,Employment Information,Publications on Career Information,PMU - Functions and Services,https://gic.gov.lk/gic/index.php/en/component/info/?id=1176&catid=85&task=info,service_md_6/PMU___Functions_and_Services.md,85,1176
6,Employment Information,"Seminars, Workshops & Training Programmes",Obtain the services of Mahaweli Center,https://gic.gov.lk/gic/index.php/en/component/info/?id=1210&catid=86&task=info,service_md_6/Obtain_the_services_of_Mahaweli_Center.md,86,1210
6,Employment Information,"Seminars, Workshops & Training Programmes",Short Term Training Programmes Relevant to Meteorological Field and Resources,https://gic.gov.lk/gic/index.php/en/component/info/?id=768&catid=86&task=info,service_md_6/Short_Term_Training_Programmes_Relevant_to_Meteorological_Field_and_Resources_Contribution_for_it.md,86,768
6,Employment Information,"Seminars, Workshops & Training Programmes",Agricultural Education for School Drop-outs,https://gic.gov.lk/gic/index.php/en/component/info/?id=690&catid=86&task=info,service_md_6/Agricultural_Education_for_School_Drop_outs.md,86,690
6,Employment Information,"Seminars, Workshops & Training Programmes",National Institute of Indigenous Medicine,https://gic.gov.lk/gic/index.php/en/component/info/?id=961&catid=86&task=info,service_md_6/National_Institute_of_Indigenous_Medicine.md,86,961
6,Employment Information,"Seminars, Workshops & Training Programmes",Agricultural Education for Public Officers,https://gic.gov.lk/gic/index.php/en/component/info/?id=691&catid=86&task=info,service_md_6/Agricultural_Education_for_Public_Officers.md,86,691
6,Employment Information,"Seminars, Workshops & Training Programmes",Change of officers of a registered Trade Union,https://gic.gov.lk/gic/index.php/en/component/info/?id=1126&catid=86&task=info,service_md_6/Change_of_officers_of_a_registered_Trade_Union.md,86,1126
6,Employment Information,Employment Statistics,Carrying out of Inspections on a complaint made by an employee on Termination of his employment,https://gic.gov.lk/gic/index.php/en/component/info/?id=842&catid=93&task=info,service_md_6/Carrying_out_of_Inspections_on_a_complaint_made_by_an_employee_on_Termination_of_his_employment.md,93,842
6,Employment Information,Government Employees,Registration and Re-registration of Employees,https://gic.gov.lk/gic/index.php/en/component/info/?id=845&catid=34&task=info,service_md_6/Registration_and_Re_registration_of_Employees.md,34,845
6,Employment Information,Private Employees,Registration and Re-registration of Employees,https://gic.gov.lk/gic/index.php/en/component/info/?id=845&catid=35&task=info,service_md_6/Registration_and_Re_registration_of_Employees.md,35,845
6,Employment Information,Private Employees,Find Employment through  “BOI Zonal Job Banks”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=35&task=info,service_md_6/Find_Employment_through___BOI_Zonal_Job_Banks_.md,35,1274
6,Employment Information,Private Employees,Providing Bonds & Guarantees,https://gic.gov.lk/gic/index.php/en/component/info/?id=1790&catid=35&task=info,service_md_6/Providing_Bonds___Guarantees.md,35,1790
6,Employment Information,Employment Opportunities,Find Employment through  “BOI Zonal Job Banks”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1274&catid=36&task=info,service_md_6/Find_Employment_through___BOI_Zonal_Job_Banks_.md,36,1274
6,Employment Information,Employment Opportunities,Find Employment through the “BOI On-line Job Bank”,https://gic.gov.lk/gic/index.php/en/component/info/?id=1273&catid=36&task=info,service_md_6/Find_Employment_through_the__BOI_On_line_Job_Bank_.md,36,1273
6,Employment Information,Employment Opportunities,Registration of Seafarers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1608&catid=36&task=info,service_md_6/Registration_of_Seafarers.md,36,1608
6,Employment Information,Employment Opportunities,Engagement of Seafarers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1609&catid=36&task=info,service_md_6/Engagement_of_Seafarers.md,36,1609
6,Employment Information,Employment Opportunities,To Become a Supplier,https://gic.gov.lk/gic/index.php/en/component/info/?id=958&catid=36&task=info,service_md_6/To_Become_a_Supplier.md,36,958
6,Employment Information,Employment Opportunities,Disengagement of Seafarers,https://gic.gov.lk/gic/index.php/en/component/info/?id=1610&catid=36&task=info,service_md_6/Disengagement_of_Seafarers.md,36,1610
6,Employment Information,Foreign Employment,Training for foreign employment,https://gic.gov.lk/gic/index.php/en/component/info/?id=17&catid=37&task=info,service_md_6/Training_for_foreign_employment.md,37,17
6,Employment Information,Foreign Employment,Welfare facilities for migrant workers,https://gic.gov.lk/gic/index.php/en/component/info/?id=375&catid=37&task=info,service_md_6/Welfare_facilities_for_migrant_workers.md,37,375
6,Employment Information,Foreign Employment,Services of Airport and Sahana Piyasa welfare centre,https://gic.gov.lk/gic/index.php/en/component/info/?id=387&catid=37&task=info,service_md_6/Services_of_Airport_and_Sahana_Piyasa_welfare_centre.md,37,387
6,Employment Information,Foreign Employment,Procedures for complaints,https://gic.gov.lk/gic/index.php/en/component/info/?id=380&catid=37&task=info,service_md_6/Procedures_for_complaints.md,37,380
6,Employment Information,Foreign Employment,How to obtaining a Licence for a new recruitment agency,https://gic.gov.lk/gic/index.php/en/component/info/?id=2327&catid=37&task=info,service_md_6/How_to_obtaining_a_Licence_for_a_new_recruitment_agency.md,37,2327
6,Employment Information,Foreign Employment,Renewing Licenses of the Foreign Recruitment Agencies,https://gic.gov.lk/gic/index.php/en/component/info/?id=2328&catid=37&task=info,service_md_6/Renewing_Licenses_of_the_Foreign_Recruitment_Agencies.md,37,2328
6,Employment Information,"Pensions, EPF, ETF & Other",Widows’/Widowers’ & Orphans’ Pension Scheme,https://gic.gov.lk/gic/index.php/en/component/info/?id=506&catid=38&task=info,-,38,506
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits upon Completion of Age,https://gic.gov.lk/gic/index.php/en/component/info/?id=846&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_upon_Completion_of_Age.md,38,846
6,Employment Information,"Pensions, EPF, ETF & Other",Civil Pensions Scheme,https://gic.gov.lk/gic/index.php/en/component/info/?id=494&catid=38&task=info,-,38,494
6,Employment Information,"Pensions, EPF, ETF & Other",Public Service Provident Fund,https://gic.gov.lk/gic/index.php/en/component/info/?id=495&catid=38&task=info,-,38,495
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits on Migration for Permanent Residence,https://gic.gov.lk/gic/index.php/en/component/info/?id=849&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_on_Migration_for_Permanent_Residence.md,38,849
6,Employment Information,"Pensions, EPF, ETF & Other",Widows/Widowers and Orphans Pension Scheme,https://gic.gov.lk/gic/index.php/en/component/info/?id=589&catid=38&task=info,service_md_6/Widows_Widowers_and_Orphans_Pension_Scheme.md,38,589
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits on Medical grounds,https://gic.gov.lk/gic/index.php/en/component/info/?id=848&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_on_Medical_grounds.md,38,848
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits for Female Employees on Marriage grounds,https://gic.gov.lk/gic/index.php/en/component/info/?id=847&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_for_Female_Employees_on_Marriage_grounds.md,38,847
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits in the event of Death of the member,https://gic.gov.lk/gic/index.php/en/component/info/?id=852&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_in_the_event_of_Death_of_the_member.md,38,852
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits upon receiving a Permanent and Pensionable Appointment,https://gic.gov.lk/gic/index.php/en/component/info/?id=850&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_upon_receiving_a_Permanent_and_Pensionable_Appointment.md,38,850
6,Employment Information,"Pensions, EPF, ETF & Other",Civil Pension Schemes,https://gic.gov.lk/gic/index.php/en/component/info/?id=588&catid=38&task=info,service_md_6/Civil_Pension_Schemes.md,38,588
6,Employment Information,"Pensions, EPF, ETF & Other",Payment of Employees’ Provident Fund Benefits upon Restructuring of Government Corporations,https://gic.gov.lk/gic/index.php/en/component/info/?id=851&catid=38&task=info,service_md_6/Payment_of_Employees__Provident_Fund_Benefits_upon_Restructuring_of_Government_Corporations.md,38,851
6,Employment Information,"Pensions, EPF, ETF & Other",Pension Scheme for Journalists,https://gic.gov.lk/gic/index.php/en/component/info/?id=763&catid=38&task=info,service_md_6/Pension_Scheme_for_Journalists.md,38,763
7,"Health, Well Being & Social Service",Health Assistance,National Transport Medical Institute,https://gic.gov.lk/gic/index.php/en/component/info/?id=651&catid=39&task=info,service_md_7/National_Transport_Medical_Institute.md,39,651
7,"Health, Well Being & Social Service",Health Assistance,Medical Assistance for Heart Surgeries,https://gic.gov.lk/gic/index.php/en/component/info/?id=1154&catid=39&task=info,service_md_7/Medical_Assistance_for_Heart_Surgeries.md,39,1154
7,"Health, Well Being & Social Service",Health Assistance,Personal Monitoring Service,https://gic.gov.lk/gic/index.php/en/component/info/?id=2031&catid=39&task=info,service_md_7/Personal_Monitoring_Service.md,39,2031
7,"Health, Well Being & Social Service",Health Assistance,Child Guidance / Psychiatric care for children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1801&catid=39&task=info,service_md_7/Child_Guidance___Psychiatric_care_for_children.md,39,1801
7,"Health, Well Being & Social Service",Health Assistance,Child Immunization service,https://gic.gov.lk/gic/index.php/en/component/info/?id=1811&catid=39&task=info,service_md_7/Child_Immunization_service.md,39,1811
7,"Health, Well Being & Social Service",Health Assistance,"Ear, Nose and Throat (ENT) care for children",https://gic.gov.lk/gic/index.php/en/component/info/?id=1800&catid=39&task=info,service_md_7/Ear__Nose_and_Throat__ENT__care_for_children.md,39,1800
7,"Health, Well Being & Social Service",Health Assistance,Medical assistance for kidney transplantation,https://gic.gov.lk/gic/index.php/en/component/info/?id=1641&catid=39&task=info,service_md_7/Medical_assistance_for_kidney_transplantation.md,39,1641
7,"Health, Well Being & Social Service",Health Assistance,Medical assistance for cancer treatment,https://gic.gov.lk/gic/index.php/en/component/info/?id=1611&catid=39&task=info,service_md_7/Medical_assistance_for_cancer_treatment.md,39,1611
7,"Health, Well Being & Social Service",Health Assistance,General medical care for children,https://gic.gov.lk/gic/index.php/en/component/info/?id=1793&catid=39&task=info,service_md_7/General_medical_care_for_children.md,39,1793
